word,chinese,length,ipa,syllables,stress,prefix_tag,suffix_tag,rhyme_group,semantic_tag,antonym,minimal_pairs,example,memory_hint,audio_url,introduced_day,last_review,strength,notes
sympathy,同情心,8,sɪmpʌθi,3,,,,,,,,,,,,,,
terrible,可怕的,8,tɛrʌbʌl,3,,,-ible,,,,,,,,,,,
threaten,威脅,8,θrɛtʌn,2,,,,,,,,,,,,,,
together,一起,8,tʌɡɛðɝ,3,,,-er,,,,,,,,,,,
tomorrow,明天,8,tʌmɑroʊ,3,,,,,,,,,,,,,,
treasure,寶藏；珍視,8,trɛʒɝ,2,,,,,,,,,,,,,,
universe,宇宙,8,junʌvɝs,3,,un-,,,,,,,,,,,,
violence,暴力,8,vaɪʌlʌns,3,,,,,,,,,,,,,,
withdraw,抽回；退出,8,wɪðdrɔ,2,,,,,,,,,,,,,,
apartment,公寓,9,ʌpɑrtmʌnt,3,,,-ment,,,,,,,,,,,
apologize,道歉,9,ʌpɑlʌdʒaɪz,4,,,,,,,,,,,,,,
committee,委員會,9,kʌmɪti,3,,,,,,,,,,,,,,
community,社區,9,kʌmjunʌti,4,,,,,,,,,,,,,,
condition,情況,9,kʌndɪʃʌn,3,,con-,-tion,,,,,,,,,,,
continent,大陸,9,kɑntʌnʌnt,3,,con-,,,,,,,,,,,,
cooperate,合作,9,koʊɑpɝeɪt,4,,,,,,,,,,,,,,
criticize,批評,9,krɪtɪsaɪz,3,,,,,,,,,,,,,,
departure,離開,9,dɪpɑrtʃɝ,3,,,,,,,,,,,,,,
difficult,困難的,9,dɪfʌkʌlt,3,,,,,,,,,,,,,,
disappear,消失,9,dɪsʌpɪr,3,,dis-,,,,,,,,,,,,
education,教育,9,ɛdʒʌkeɪʃʌn,4,,,-tion,,,,,,,,,,,
emergency,緊急事件,9,ɪmɝdʒʌnsi,4,,,,,,,,,,,,,,
entertain,娛樂,9,ɛntɝteɪn,3,,,,,,,,,,,,,,
equipment,設備,9,ɪkwɪpmʌnt,3,,,-ment,,,,,,,,,,,
establish,建立,9,ɪstæblɪʃ,3,,,,,,,,,,,,,,
evaporate,蒸發,9,ɪvæpɝeɪt,4,,,,,,,,,,,,,,
guarantee,保證,9,ɡɛrʌnti,3,,,,,,,,,,,,,,
important,重要的,9,ɪmpɔrtʌnt,3,,,,,,,,,,,,,,
influence,影響,9,ɪnfluʌns,3,,in-,,,,,,,,,,,,
insurance,保險,9,ɪnʃʊrʌns,3,,in-,,,,,,,,,,,,
interfere,妨礙；介入,9,ɪntɝfɪr,3,,in-;inter-,,,,,,,,,,,,
necessary,必須的,9,nɛsʌsɛri,4,,,,,,,,,,,,,,
offensive,冒犯的,9,ʌfɛnsɪv,3,,,-ive,,,,,,,,,,,
passenger,乘客,9,pæsʌndʒɝ,3,,,-er,,,,,,,,,,,
permanent,永久的,9,pɝmʌnʌnt,3,,,,,,,,,,,,,,
professor,教授,9,prʌfɛsɝ,3,,,,,,,,,,,,,,
radiation,放射線；發光,9,reɪdieɪʃʌn,4,,,-tion,,,,,,,,,,,
recognize,認出；識別,9,rɛkʌɡnaɪz,3,,re-,,,,,,,,,,,,
represent,代表,9,rɛprɪzɛnt,3,,re-,,,,,,,,,,,,
situation,處境；位置,9,sɪtʃueɪʃʌn,4,,,-tion,,,,,,,,,,,
structure,結構,9,strʌktʃɝ,2,,,,,,,,,,,,,,
substance,物質,9,sʌbstʌns,2,,sub-,,,,,,,,,,,,
supervise,監督,9,supɝvaɪz,3,,,,,,,,,,,,,,
territory,領土,9,tɛrɪtɔri,4,,,,,,,,,,,,,,
tradition,傳統,9,trʌdɪʃʌn,3,,,-tion,,,,,,,,,,,
transport,運輸,9,trænspɔrt,2,,,,,,,,,,,,,,
vegetable,蔬菜,9,vɛdʒtʌbʌl,3,,,-able,,,,,,,,,,,
yesterday,昨天,9,jɛstɝdeɪ,3,,,,,,,,,,,,,,
compromise,妥協,10,kɑmprʌmaɪz,3,,,,,,,,,,,,,,
conference,會議,10,kɑnfɝʌns,3,,con-,,,,,,,,,,,,
depression,沮喪,10,dɪprɛʃʌn,3,,,-sion,,,,,,,,,,,
especially,特別地,10,ʌspɛʃli,3,,,-ly,,,,,,,,,,,
experience,經驗,10,ɪkspɪriʌns,4,,,,,,,,,,,,,,
experiment,實驗,10,ɪkspɛrʌmʌnt,4,,,-ment,,,,,,,,,,,
individual,個人的,10,ɪndʌvɪdʒʌwʌl,5,,in-,-al,,,,,,,,,,,
laboratory,實驗室,10,læbrʌtɔri,4,,,,,,,,,,,,,,
parliament,議會；國會,10,pɑrlʌmʌnt,3,,,-ment,,,,,,,,,,,
resolution,決心,10,rɛzʌluʃʌn,4,,re-,-tion,,,,,,,,,,,
substitute,取代,10,sʌbstʌtut,3,,sub-,,,,,,,,,,,,
understand,明白,10,ʌndɝstænd,3,,un-;under-,,,,,,,,,,,,
communicate,溝通,11,kʌmjunʌkeɪt,4,,,,,,,,,,,,,,
consumption,消耗；消費,11,kʌnsʌmpʃʌn,3,,con-,-tion,,,,,,,,,,,
demonstrate,示範；證明,11,dɛmʌnstreɪt,3,,,,,,,,,,,,,,
electricity,電力,11,ɪlɛktrɪsʌti,5,,,,,,,,,,,,,,
environment,環境,11,ɪnvaɪrʌnmʌnt,4,,,-ment,,,,,,,,,,,
independent,獨立的,11,ɪndɪpɛndʌnt,4,,in-,,,,,,,,,,,,
investigate,調查,11,ɪnvɛstʌɡeɪt,4,,in-,,,,,,,,,,,,
manufacture,製造,11,mænjʌfæktʃɝ,4,,,,,,,,,,,,,,
opportunity,機會,11,ɑpɝtunʌti,5,,,,,,,,,,,,,,
responsible,負責的,11,rispɑnsʌbʌl,4,,re-,-ible,,,,,,,,,,,
congratulate,恭賀,12,kʌnɡrætʃʌleɪt,4,,con-,,,,,,,,,,,,
intelligence,智力,12,ɪntɛlʌdʒʌns,4,,in-,,,,,,,,,,,,
international,國際的,13,ɪntɝnæʃʌnʌl,5,,in-;inter-,-al,,,,,,,,,,,
miscellaneous,混雜的；各式樣的,13,mɪsʌleɪniʌs,5,,mis-,-ous,,,,,,,,,,,
